id;predict
869;81517.046875
872;31428.81640625
873;54454.22265625
876;34375.69140625
877;25788.380859375
880;28140.1171875
883;41651.65625
885;95956.5625
886;86146.7109375
887;76650.4609375
888;126528.03125
889;116808.51171875
893;63454.16015625
896;101646.86328125
898;34335.267578125
900;53537.79296875
902;37699.828125
908;239964.625
910;169433.09375
915;30448.703125
916;122331.828125
919;72476.58203125
922;231792.96875
923;82176.453125
924;47345.6796875
926;55935.42578125
935;164292.8125
937;139509.0
938;25147.2734375
941;25624.23828125
943;37202.6796875
945;38674.0390625
946;80958.21875
949;78992.6171875
950;81713.9375
952;40176.470703125
953;56772.0625
954;37905.46875
956;38309.7734375
959;283968.9375
963;43021.59375
965;26799.10546875
968;129827.59375
969;325669.375
970;101705.9765625
972;24926.13671875
974;232000.125
975;41908.05078125
976;112420.1875
978;235681.0625
979;44950.265625
982;59740.0859375
983;90975.32421875
984;28546.73046875
986;386781.09375
987;79244.8359375
988;36280.8359375
989;221125.15625
990;132716.484375
992;73899.78125
993;33398.1171875
995;141612.7890625
996;57811.57421875
997;88865.890625
1002;61618.046875
1003;34246.546875
1005;167279.09375
1006;124487.33984375
1011;97979.515625
1013;93334.6171875
1018;34963.7734375
1020;44130.66015625
1022;73793.09375
1023;46981.2421875
1025;30010.5078125
1027;44165.7734375
1029;173851.6875
1030;101953.8359375
1033;131493.703125
1035;32001.86328125
1037;56807.896484375
1039;173080.1484375
1043;34706.625
1045;108113.8125
1046;70607.484375
1049;393604.1875
1052;146693.09375
1056;45844.34375
1058;96920.515625
1060;91952.34375
1061;40407.7734375
1063;90101.125
1067;130221.59375
1070;49265.669921875
1072;35259.53125
1073;198419.0
1074;57013.35546875
1075;42287.552734375
1078;41357.91015625
1079;102034.859375
1081;69969.0546875
1083;80786.9375
1085;31643.05859375
1089;126087.2421875
1092;123568.9921875
1095;74626.53125
1096;189314.15625
1099;39743.78515625
1100;53437.046875
1101;193458.15625
1104;116105.25390625
1105;178289.84375
1107;88196.140625
1109;76238.48828125
1110;226177.25
1111;35860.4765625
1112;65562.0703125
1113;140865.26953125
1114;47843.484375
1115;65259.35546875
1116;59832.3515625
1123;119160.8359375
1124;142139.25
1126;52679.40625
1127;230539.84375
1128;65520.697265625
1132;87181.078125
1134;83293.265625
1135;47833.703125
1137;68408.75
1140;118803.265625
1141;94202.0625
1145;91643.109375
1149;98748.4296875
1150;67497.265625
1152;52741.66796875
1153;42480.6484375
1157;80556.50390625
1158;34959.1953125
1162;40646.5390625
1163;65354.96875
1164;156785.203125
1166;44448.640625
1167;29749.66796875
1177;52841.70703125
1178;116433.2890625
1180;34524.73046875
1181;40541.53125
1182;150684.0625
1183;21589.6484375
1184;122334.0390625
1186;352083.5
1187;53326.8671875
1192;144292.0625
1193;64906.7578125
1194;45979.20703125
1197;47283.71484375
1201;199973.28125
1205;534799.828125
1210;89287.796875
1211;37956.36328125
1220;40193.3828125
1222;155441.8828125
1225;70018.546875
1226;35866.734375
1228;216815.40625
1231;157274.46875
1232;34489.55859375
1233;47404.4921875
1234;48255.9609375
1236;108574.359375
1237;51316.3359375
1238;61314.953125
1240;111209.140625
1242;71819.375
1244;36144.9296875
1245;42528.2109375
1246;30627.33203125
1247;145904.859375
1248;30630.5703125
1249;32759.841796875
1250;52498.328125
1251;24252.421875
1255;44726.953125
1260;52922.09375
1261;77452.5390625
1262;30990.279296875
1263;28395.40625
1264;116437.4609375
1265;25124.265625
1270;70978.3984375
1272;84627.8515625
1274;75579.6640625
1275;67482.916015625
1278;185722.15625
1281;54513.859375
1284;39917.41796875
1285;33861.4765625
1286;40758.30859375
1288;49057.1875
1289;128507.953125
1290;73825.9609375
1291;57638.02734375
1294;105473.65625
1295;57448.099609375
1298;59025.857421875
1299;188710.8671875
1300;152192.578125
1304;51474.453125
1306;40071.265625
1309;33856.9453125
1310;26941.02734375
1312;39807.078125
1313;266296.09375
1315;63652.55859375
1316;40799.93359375
1318;294176.25
1319;111669.453125
1320;59214.05859375
1321;31477.966796875
1322;33121.6171875
1323;129224.578125
1325;74320.4296875
1326;83395.640625
1329;68575.984375
1332;156792.46875
1334;38925.34765625
1335;160136.4375
1337;40305.8515625
1343;102310.421875
1346;30464.34765625
1347;99603.7734375
1349;87964.1484375
1350;177346.34375
1353;179941.1796875
1354;61721.609375
1355;23580.0078125
1356;228963.75
1358;27432.92578125
1359;127546.8828125
1361;37307.41015625
1362;36106.99609375
1363;29643.50390625
1364;121841.015625
1367;76585.328125
1368;30815.08984375
1369;286716.96875
1373;59617.41796875
1375;28029.20703125
1379;140229.0
1381;49781.19921875
1382;209127.1875
1383;30062.294921875
1384;38776.1328125
1386;184115.3515625
1387;39037.328125
1388;64434.81640625
1389;25168.890625
1391;184187.640625
1392;57896.27734375
1393;55806.0234375
1396;28870.146484375
1397;67480.578125
1401;45756.203125
1402;47952.82421875
1403;95401.2421875
1406;176383.21875
1410;45401.1875
1411;168012.734375
1413;75627.359375
1414;112109.515625
1419;116363.515625
1421;44299.1640625
1423;57235.37890625
1424;264299.625
1425;54431.2421875
1427;27809.5078125
1428;559706.859375
1429;39234.5625
1433;44755.8515625
1435;29292.4140625
1440;39313.53125
1445;55785.54296875
1446;180258.5625
1448;145959.90625
1450;41067.703125
1451;47447.4453125
1453;66070.8203125
1454;36359.37109375
1455;63068.21875
1459;119635.8046875
1461;66483.0546875
1468;93829.34375
1475;38757.125
1477;33970.00390625
1481;39757.9921875
1482;54275.63671875
1484;163881.265625
1487;68664.3125
1488;40518.6328125
1490;90583.421875
1497;31998.01171875
1499;65990.556640625
1500;65815.3515625
1501;74926.19140625
1503;85262.8671875
1504;50553.3671875
1506;41367.0234375
1507;32034.19921875
1510;455742.09375
1515;33474.5234375
1516;111355.390625
1517;35672.1640625
1518;54142.099609375
1519;59266.1953125
1520;38592.09375
1522;52579.44140625
1523;141785.015625
1526;84065.7890625
1531;77082.9453125
1533;48926.21875
1536;25530.015625
1538;30515.078125
1540;33115.8671875
1542;40433.8671875
1544;259273.71875
1545;33591.27734375
1546;122789.484375
1548;38539.1953125
1550;63944.5390625
1551;46366.9453125
1552;131625.765625
1553;120859.9609375
1554;68092.4453125
1556;106720.10546875
1558;32750.314453125
1560;53800.42578125
1562;231494.15625
1566;75598.07421875
1567;122701.19921875
1570;147443.953125
1571;56659.8828125
1572;111038.65234375
1573;31561.37890625
1577;52016.0234375
1579;43707.8671875
1580;82051.41796875
1582;48970.72265625
1584;130225.375
1586;152911.2578125
1587;125541.15625
1589;452034.28125
1591;39631.109375
1592;58329.46875
1593;128502.640625
1594;76553.9375
1595;140786.34375
1597;70155.1171875
1598;31040.66796875
1600;65835.1796875
1602;38102.07421875
1604;36386.4375
1606;59698.78125
1608;252101.71875
1609;51387.6015625
1610;92417.71875
1612;60441.013671875
1614;55280.84765625
1616;55857.54296875
1618;48805.7421875
1620;51909.7578125
1622;35759.53125
1624;102627.0703125
1625;265084.21875
1626;29086.85546875
1627;56675.8125
1629;68423.25
1630;64209.14453125
1634;76332.7890625
1640;110669.484375
1643;152697.34375
1645;59221.56640625
1646;266346.9375
1648;53013.25390625
1650;47426.7421875
1653;119904.140625
1654;150261.96875
1656;21885.947265625
1657;85848.73046875
1658;63350.44140625
1662;62250.0546875
1664;74612.517578125
1665;97843.046875
1666;49629.576171875
1669;20664.12890625
1670;76405.140625
1671;113557.28125
1672;51879.26953125
1674;24220.158203125
1676;40532.5859375
1679;87384.484375
1680;88179.7421875
1681;27920.43359375
1684;75469.671875
1686;39093.59765625
1687;38104.4453125
1688;29851.49609375
1689;129721.21875
1691;47415.8125
1694;21715.626953125
1695;43122.7421875
1699;47745.4921875
1703;93425.12890625
1704;58094.16015625
1707;50629.3515625
1711;145367.0625
1712;48420.3828125
1714;57951.6015625
1718;34677.0234375
1722;141382.703125
1723;146702.4140625
1724;408014.21875
1725;69573.203125
1726;90580.859375
1727;486483.375
1729;90638.49609375
1730;40218.8125
1731;64163.40625
1733;58026.3515625
1734;140150.6875
1735;199166.703125
1736;40798.4609375
1738;117082.3046875
1741;114561.44140625
1742;130411.4375
1743;283422.4375
1749;117047.4609375
1753;119973.890625
1755;51616.78125
1756;59116.80078125
1758;66394.54296875
1761;74764.2890625
1762;35578.48828125
1763;45859.8046875
1768;109338.421875
1769;49510.62890625
1770;24093.12109375
1772;80083.265625
1774;83725.5703125
1775;205119.90625
1776;44530.3046875
1781;39907.783203125
1785;266270.125
1786;64952.734375
1788;29298.7109375
1790;38445.5703125
1791;92773.80078125
1792;56725.46875
1793;59553.9609375
1796;96976.3046875
1798;132551.96875
1801;42130.8359375
1802;73239.599609375
1804;90928.59375
1805;109653.73828125
1808;54455.328125
1809;31942.2734375
1810;86529.21875
1814;46856.671875
1817;60198.421875
1820;71445.2734375
1831;203383.21875
1833;62622.97265625
1834;150349.0234375
1838;41039.125
1839;30519.63671875
1844;30586.234375
1845;36120.00390625
1847;24995.939453125
1851;293940.234375
1852;39883.4375
1854;194676.015625
1855;145339.7109375
1856;107683.84765625
1857;85781.078125
1858;37071.7265625
1859;223286.765625
1860;38397.302734375
1861;63003.48828125
1865;75381.28125
1868;156500.21875
1872;85201.03125
1874;132034.46875
1878;61310.3828125
1880;42260.484375
1881;183031.1875
1882;41975.25390625
1883;61737.046875
1884;58788.607421875
1886;63191.0703125
1887;39835.671875
1891;237891.796875
1892;98851.6328125
1893;45646.361328125
1894;33938.0625
1895;66944.40625
1897;41062.5546875
1898;46270.7109375
1899;47109.421875
1901;49355.03125
1902;66684.568359375
1905;52327.265625
1906;29414.97265625
1908;40190.59375
1912;93494.484375
1913;192758.15625
1914;85298.16015625
1916;34424.4453125
1918;120344.92578125
1919;41253.6015625
1920;32123.64453125
1921;54596.921875
1922;30484.7265625
1923;69197.5
1927;69106.84375
1928;36909.890625
1929;40209.15625
1930;35327.359375
1931;45746.27734375
1932;105969.828125
1940;194209.40625
1941;91186.0703125
1942;44417.609375
1943;237831.28125
1944;53473.412109375
1946;61140.625
1948;40213.953125
1950;59480.91015625
1951;209094.625
1952;64788.609375
1954;48824.421875
1955;103070.5703125
1956;46639.486328125
1959;44059.7421875
1962;65075.4375
1965;27891.8359375
1966;83317.28125
1967;130791.828125
1968;266842.65625
1969;88733.04296875
1970;129783.46875
1971;101946.91015625
1973;165947.09375
1977;136059.890625
1979;48010.5390625
1982;21011.3359375
1984;102123.3125
1985;128403.9296875
1987;59805.9609375
1991;33068.1015625
1994;52259.55078125
1995;23988.65625
1996;119856.78125
1998;96625.64453125
1999;47634.0390625
2000;360970.03125
2001;258738.6875
2002;57920.58984375
2009;58339.6015625
2010;23539.375
2012;294245.75
2013;92971.34375
2014;224100.625
2015;41438.3984375
2016;132920.59375
2018;30939.4609375
2019;52788.10546875
2020;31512.984375
2023;179432.890625
2024;547699.671875
2026;39246.78515625
2027;62607.640625
2028;269542.25
2029;98807.90625
2030;173662.4375
2034;45933.7109375
2036;37007.37109375
2037;41361.953125
2038;43091.265625
2040;86872.6171875
2041;144800.515625
2046;266400.1875
2051;104995.140625
2053;62859.533203125
2054;56436.1796875
2055;41376.94921875
2058;91400.9140625
2059;88651.546875
2061;82019.81640625
2062;626028.9375
2064;31696.55078125
2065;60898.36328125
2066;39220.3125
2067;55431.4140625
2071;133262.296875
2072;62781.048828125
2073;48007.9453125
2074;38991.15625
2075;226363.0625
2076;117571.9296875
2082;62604.86328125
2083;41629.8515625
2088;94343.9140625
2089;78224.53125
2092;50112.046875
2093;565930.0625
2095;96030.3359375
2096;31610.51171875
2099;42037.2421875
2101;445778.375
2104;65743.587890625
2105;36796.4765625
2107;106852.5859375
2109;111133.96875
2110;48694.359375
2111;55022.84765625
2113;32790.4921875
2114;31176.19921875
2115;105462.875
2117;151969.0234375
2120;57760.2578125
2122;100793.578125
2123;56935.03125
2124;60166.35546875
2125;78058.1171875
2127;32342.220703125
2128;134525.484375
2129;66476.9921875
2131;36916.62890625
2132;91301.03125
2134;56832.546875
2135;99914.1875
2142;225586.84375
2143;126076.296875
2145;50463.4609375
2146;31403.70703125
2148;60925.421875
2149;33333.599609375
2150;52868.6953125
2152;88547.1953125
2153;31565.25390625
2156;32583.21875
2157;188818.375
2160;48641.15625
2161;49186.4765625
2162;161343.7734375
2163;87803.7578125
2165;47510.234375
2167;73629.4140625
2168;29014.716796875
2171;46840.16015625
2176;36762.453125
2177;54458.482421875
2180;90595.546875
2183;53332.40234375
2185;69909.498046875
2186;119302.609375
2188;71311.9921875
2192;49925.38671875
2193;55790.6484375
2195;78618.921875
2196;606408.5
2198;195782.3828125
2199;40012.7890625
2201;36249.0703125
2202;179135.546875
2205;77110.6640625
2208;45450.484375
2210;32125.3046875
2212;35064.0390625
2214;446015.65625
2215;69184.76953125
2217;103923.296875
2219;75281.8515625
2220;34213.703125
2221;100421.453125
2222;108650.5078125
2224;34176.50390625
2225;56210.3046875
2226;39967.6875
2228;359341.625
2229;193326.5
2230;36716.7578125
2231;85037.12890625
2232;34488.08203125
2234;46487.25
2235;34865.84375
2236;47466.0703125
2237;39127.875
2240;46294.50390625
2241;76540.3984375
2242;52985.0546875
2245;57889.794921875
2247;31015.4140625
2248;70021.37890625
2249;74550.78125
2250;57705.294921875
2254;34701.15625
2259;141121.3125
2260;185093.3125
2261;46007.796875
2262;67420.71875
2264;194309.828125
2265;148445.984375
2270;70699.02734375
2274;54597.208984375
2275;116567.03125
2277;47155.9375
2279;71258.0625
2280;65814.421875
2281;206449.1875
2283;56578.2421875
2285;111218.0390625
2286;106151.1328125
2289;218990.375
2292;49684.3125
2293;67764.96875
2301;68632.4609375
2306;33747.8515625
2307;84835.234375
2308;61347.953125
2310;95338.55859375
2311;58453.421875
2312;110531.8359375
2316;75083.53125
2317;225259.40625
2318;99792.56640625
2319;55000.9921875
2323;58880.71875
2324;88825.34375
2328;123782.14453125
2330;33984.705078125
2331;20094.05859375
2337;34044.046875
2339;182551.9375
2340;65884.69140625
2342;28230.2734375
2345;86082.25
2348;53253.04296875
2350;45911.109375
2353;59837.794921875
2355;183199.9921875
2358;72447.453125
2363;33777.2734375
2371;57902.0625
2374;63129.109375
2377;109900.984375
2378;47080.796875
2379;360664.625
2380;37872.8046875
2381;31705.7109375
2382;38791.96875
2383;143358.8125
2385;106650.5859375
2386;34461.2734375
2389;63000.533203125
2390;48595.9140625
2392;32542.416015625
2393;183991.65625
2395;174047.671875
2396;60597.6875
2398;120811.96875
2399;58522.3046875
2400;238055.90625
2401;110285.0234375
2404;68985.1484375
2405;96825.29296875
2407;40271.8203125
2410;39055.9921875
2414;56779.75
2417;39391.12890625
2420;42444.828125
2423;161220.140625
2428;61298.1796875
2430;322422.78125
2431;52702.9921875
2435;143019.109375
2445;70556.828125
2447;48125.59375
2449;48908.66796875
2450;90494.0390625
2453;117069.4375
2455;49378.10546875
2456;27884.359375
2457;137308.46875
2458;169673.5625
2463;41446.1328125
2471;56592.46875
2473;80885.578125
2474;41192.5
2475;64812.50390625
2477;120601.8984375
2478;918000.625
2479;133323.59375
2480;59019.578125
2481;43953.69140625
2482;112912.7578125
2485;77336.6796875
2486;252905.34375
2488;79749.90625
2491;56292.76171875
2492;34697.9296875
2493;69143.328125
2494;155824.0390625
2498;42318.87109375
2500;67664.029296875
2501;80431.3203125
2502;41014.21484375
2505;89305.1328125
2507;77279.98828125
2511;103771.015625
2512;346092.03125
2516;52895.00390625
2517;44222.06640625
2518;25175.826171875
2519;196879.90625
2520;51987.26953125
2522;70280.8046875
2526;30948.2578125
2528;95344.7109375
2531;59234.53125
2532;27442.37890625
2534;289711.21875
2535;25464.62890625
2536;110891.359375
2540;81492.55859375
2546;48746.7109375
2549;174942.03125
2553;36441.5693359375
2554;89620.4609375
2555;130688.375
2557;132598.328125
2560;42738.04296875
2561;92960.1171875
2562;227400.03125
2566;78224.09375
2567;37514.1484375
2568;142038.984375
2569;44748.75
2574;98022.32421875
2575;45627.375
2576;82556.453125
2579;80127.4296875
2581;32741.43359375
2585;119046.96875
2587;63745.59765625
2588;125991.8125
2589;95633.109375
2590;579442.4375
2593;56251.6875
2597;143487.0625
2600;201430.3203125
2603;145375.65625
2604;432189.921875
2607;23293.07421875
2610;36237.96875
2612;25436.4140625
2614;116234.6953125
2615;208718.5625
2616;36052.2421875
2620;29067.169921875
2621;51472.373046875
2623;110299.12109375
2624;144354.0390625
2625;72038.3046875
2626;63784.515625
2628;203764.28125
2631;80801.2578125
2635;55548.38671875
2641;56525.4296875
2648;307325.6875
2649;65240.62109375
2652;87055.4921875
2656;97517.76953125
2659;61523.109375
2660;74934.97265625
2662;30101.310546875
2667;39918.73828125
2668;56975.13671875
2669;303603.9375
2671;255400.84375
2672;47246.18359375
2674;117811.640625
2675;62855.384765625
2677;71512.65625
2678;83672.44140625
2682;107538.53125
2683;79901.7734375
2690;129710.0234375
2692;162060.40625
2694;360635.8125
2695;121694.4765625
2697;32850.703125
2698;37870.625
2699;34403.13671875
2700;47433.078125
2701;85416.0078125
2702;123927.01953125
2705;195685.53125
2706;42184.1796875
2707;48900.62890625
2709;228801.6875
2710;51588.3984375
2711;26693.537109375
2712;185281.078125
2713;107372.890625
2714;95194.890625
2715;34093.359375
2718;131226.296875
2719;53006.7578125
2720;106094.953125
2724;39687.8671875
2725;58385.923828125
2726;184546.59375
2727;38748.28515625
2728;168263.75
2730;127278.93359375
2731;24122.1171875
2732;149912.59375
2737;76746.1171875
2738;89038.2421875
2739;211875.03125
2740;35884.35546875
2742;27267.23828125
2743;175345.53125
2744;45268.7734375
2746;82810.828125
2748;29183.6015625
2749;25849.93359375
2750;53192.98828125
2751;40621.97265625
2752;300169.53125
2753;101366.984375
2762;38175.53125
2763;67430.34375
2766;111188.80078125
2767;55279.75
2769;74181.23046875
2770;42921.734375
2772;40027.3828125
2773;43604.625
2774;28082.80859375
2775;177521.46875
2776;70925.7421875
2777;71506.0703125
2778;212698.65625
2784;95040.21875
2787;279291.96875
2788;390734.625
2793;77114.8828125
2796;48838.84765625
2798;37244.671875
2801;42215.4453125
2802;93211.203125
2805;119526.03125
2806;97862.875
2808;70265.2265625
2813;97424.53125
2814;35285.95703125
2816;123855.78125
2817;521995.96875
2821;85411.78125
2822;128728.5859375
2826;85248.609375
2827;226491.0625
2830;163021.40625
2832;180221.7265625
2834;78526.5859375
2835;504732.8125
2836;46035.2734375
2837;104452.265625
2839;196951.6953125
2840;38577.34375
2842;36139.5859375
2846;48238.65234375
2848;159853.34375
2849;44481.859375
2850;130598.3203125
2852;41498.97265625
2853;58265.015625
2854;314903.03125
2855;32826.9296875
2856;44528.154296875
2857;107014.99609375
2858;174353.75
2861;89999.75
2863;47252.99609375
2865;65967.30859375
2867;53628.6328125
2871;32505.60546875
2872;57654.5625
2874;242177.8125
2882;42951.953125
2885;106714.35546875
2887;59335.080078125
2888;39306.78515625
2889;35551.0390625
2891;35683.375
2892;90049.5625
2894;108107.703125
2895;223726.90625
2896;60528.16015625
2898;29803.5859375
2899;167902.4453125
2903;60350.611328125
2906;76848.3671875
2911;36641.583984375
2913;15141.03515625
2917;51098.74609375
2919;80050.46875
2921;27511.89453125
2922;37381.51171875
2928;38835.1015625
2930;76741.28125
2931;44036.32421875
2932;124493.33203125
2933;95074.203125
2935;82816.765625
2937;45414.75
2938;44988.703125
2939;43819.4609375
2941;134930.28125
2942;105049.4921875
2943;91197.25
2946;28178.90234375
2947;76255.265625
2948;61015.7265625
2949;67862.220703125
2950;43812.3125
2951;51564.94140625
2952;43389.359375
2954;41029.51953125
2955;34107.25
2957;299688.25
2960;110666.07421875
2963;32389.857421875
2964;72162.3125
2966;66226.8671875
2967;89913.3359375
2969;59593.44140625
2970;68361.7265625
2972;34026.78125
2973;116802.546875
2977;59950.42578125
2980;47645.8671875
2981;194643.2890625
2983;168252.6875
2984;52086.587890625
2985;90934.7421875
2986;226604.96875
2987;46298.734375
2988;80287.734375
2994;31910.76953125
2995;106307.82421875
2997;62916.8046875
2998;103073.74609375
3001;489215.53125
3005;204137.21875
3007;173435.82421875
3009;40814.80859375
3010;225031.59375
3013;57798.609375
3014;189596.125
3015;349899.53125
3018;94482.75390625
3019;60645.1328125
3020;70739.8359375
3021;194838.9375
3023;39268.462890625
3025;192077.3828125
3027;129346.421875
3029;41995.5078125
3030;38516.3359375
3034;35915.64453125
3037;50986.80078125
3040;111353.640625
3041;123577.4609375
3043;49292.55859375
3044;218950.40625
3045;58577.421875
3047;331952.5625
3048;20573.654296875
3049;34764.2421875
3055;36780.5234375
3060;174247.3125
3061;211516.5625
3063;125727.3828125
3064;39262.5546875
3065;31944.84765625
3066;94891.34765625
3067;71709.078125
3068;66127.375
3070;38121.796875
3072;61603.41015625
3073;29023.37890625
3074;132507.4375
3075;30768.84375
